oktmo,name,year,whereabouts,saldo
41624423,Кусинское,2017,Внешняя (для региона)  миграция,-1.0
41624423,Кусинское,2018,"Миграция, всего",4.0
41624423,Кусинское,2018,В пределах России,3.0
41624423,Кусинское,2018,Внутрирегиональная,1.0
41624423,Кусинское,2018,Межрегиональная,2.0
41624423,Кусинское,2018,Международная,1.0
41624423,Кусинское,2018,Со странами СНГ,1.0
41624423,Кусинское,2018,Внешняя (для региона)  миграция,3.0
41624423,Кусинское,2019,"Миграция, всего",-5.0
41624423,Кусинское,2019,В пределах России,-7.0
41624423,Кусинское,2019,Внутрирегиональная,-8.0
41624423,Кусинское,2019,Межрегиональная,1.0
41624423,Кусинское,2019,Международная,nan
41624423,Кусинское,2019,Со странами СНГ,nan
41624423,Кусинское,2019,Внешняя (для региона)  миграция,3.0
41624423,Кусинское,2020,"Миграция, всего",2.0
41624423,Кусинское,2020,В пределах России,-1.0
41624423,Кусинское,2020,Внутрирегиональная,1.0
41624423,Кусинское,2020,Межрегиональная,-2.0
41624423,Кусинское,2020,Международная,3.0
41624423,Кусинское,2020,Со странами СНГ,3.0
41624423,Кусинское,2020,Внешняя (для региона)  миграция,1.0
41624423,Кусинское,2021,"Миграция, всего",0.0
41624423,Кусинское,2021,В пределах России,-2.0
41624423,Кусинское,2021,Внутрирегиональная,-3.0
41624423,Кусинское,2021,Межрегиональная,1.0
41624423,Кусинское,2021,Международная,2.0
41624423,Кусинское,2021,Со странами СНГ,2.0
41624423,Кусинское,2021,Внешняя (для региона)  миграция,3.0
41624423,Кусинское,2022,"Миграция, всего",-2.0
41624423,Кусинское,2022,В пределах России,-3.0
41624423,Кусинское,2022,Внутрирегиональная,-1.0
41624423,Кусинское,2022,Межрегиональная,-2.0
41624423,Кусинское,2022,Международная,nan
41624423,Кусинское,2022,Со странами СНГ,nan
41624423,Кусинское,2022,Внешняя (для региона)  миграция,-1.0
41624427,Пчевжинское,2015,"Миграция, всего",-11.0
41624427,Пчевжинское,2015,В пределах России,23.0
41624427,Пчевжинское,2015,Внутрирегиональная,16.0
41624427,Пчевжинское,2015,Межрегиональная,7.0
41624427,Пчевжинское,2015,Международная,-34.0
41624427,Пчевжинское,2015,Со странами СНГ,-34.0
41624427,Пчевжинское,2015,Внешняя (для региона)  миграция,-27.0
41624427,Пчевжинское,2016,"Миграция, всего",3.0
41624427,Пчевжинское,2016,В пределах России,-1.0
41624427,Пчевжинское,2016,Внутрирегиональная,8.0
41624427,Пчевжинское,2016,Межрегиональная,-9.0
41624427,Пчевжинское,2016,Международная,4.0
41624427,Пчевжинское,2016,Со странами СНГ,4.0
41624427,Пчевжинское,2016,Внешняя (для региона)  миграция,-5.0
41624427,Пчевжинское,2017,"Миграция, всего",-4.0
41624427,Пчевжинское,2017,В пределах России,-13.0
41624427,Пчевжинское,2017,Внутрирегиональная,-5.0
41624427,Пчевжинское,2017,Межрегиональная,-8.0
41624427,Пчевжинское,2017,Международная,9.0
41624427,Пчевжинское,2017,Со странами СНГ,9.0
41624427,Пчевжинское,2017,Внешняя (для региона)  миграция,1.0
41624427,Пчевжинское,2018,"Миграция, всего",-26.0
41624427,Пчевжинское,2018,В пределах России,-23.0
41624427,Пчевжинское,2018,Внутрирегиональная,-17.0
41624427,Пчевжинское,2018,Межрегиональная,-6.0
41624427,Пчевжинское,2018,Международная,-3.0
41624427,Пчевжинское,2018,Со странами СНГ,-3.0
41624427,Пчевжинское,2018,Внешняя (для региона)  миграция,-9.0
41624427,Пчевжинское,2019,"Миграция, всего",-15.0
41624427,Пчевжинское,2019,В пределах России,-16.0
41624427,Пчевжинское,2019,Внутрирегиональная,-9.0
41624427,Пчевжинское,2019,Межрегиональная,-7.0
41624427,Пчевжинское,2019,Международная,nan
41624427,Пчевжинское,2019,Со странами СНГ,nan
41624427,Пчевжинское,2019,Внешняя (для региона)  миграция,-6.0
41624427,Пчевжинское,2020,"Миграция, всего",-3.0
41624427,Пчевжинское,2020,В пределах России,-6.0
41624427,Пчевжинское,2020,Внутрирегиональная,-3.0
41624427,Пчевжинское,2020,Межрегиональная,-3.0
41624427,Пчевжинское,2020,Международная,nan
41624427,Пчевжинское,2020,Со странами СНГ,nan
41624427,Пчевжинское,2020,Внешняя (для региона)  миграция,0.0
41624427,Пчевжинское,2021,"Миграция, всего",-15.0
41624427,Пчевжинское,2021,В пределах России,-19.0
41624427,Пчевжинское,2021,Внутрирегиональная,-9.0
41624427,Пчевжинское,2021,Межрегиональная,-10.0
41624427,Пчевжинское,2021,Международная,nan
41624427,Пчевжинское,2021,Со странами СНГ,nan
41624427,Пчевжинское,2021,Внешняя (для региона)  миграция,-6.0
41624427,Пчевжинское,2022,"Миграция, всего",-8.0
41624427,Пчевжинское,2022,В пределах России,-10.0
41624427,Пчевжинское,2022,Внутрирегиональная,0.0
41624427,Пчевжинское,2022,Межрегиональная,-10.0
41624427,Пчевжинское,2022,Международная,2.0
41624427,Пчевжинское,2022,Со странами СНГ,2.0
41624427,Пчевжинское,2022,Внешняя (для региона)  миграция,-8.0
41624428,Пчевское,2015,"Миграция, всего",-19.0
41624428,Пчевское,2015,В пределах России,-22.0
41624428,Пчевское,2015,Внутрирегиональная,-10.0
41624428,Пчевское,2015,Межрегиональная,-12.0
41624428,Пчевское,2015,Международная,3.0
41624428,Пчевское,2015,Со странами СНГ,3.0
41624428,Пчевское,2015,Внешняя (для региона)  миграция,-9.0
41624428,Пчевское,2016,"Миграция, всего",2.0
41624428,Пчевское,2016,В пределах России,-3.0
41624428,Пчевское,2016,Внутрирегиональная,-4.0
41624428,Пчевское,2016,Межрегиональная,1.0
41624428,Пчевское,2016,Международная,5.0
41624428,Пчевское,2016,Со странами СНГ,5.0
41624428,Пчевское,2016,Внешняя (для региона)  миграция,6.0
41624428,Пчевское,2017,"Миграция, всего",-13.0
41624428,Пчевское,2017,В пределах России,-19.0
41624428,Пчевское,2017,Внутрирегиональная,-12.0
41624428,Пчевское,2017,Межрегиональная,-7.0
41624428,Пчевское,2017,Международная,nan
41624428,Пчевское,2017,Со странами СНГ,nan
41624428,Пчевское,2017,Внешняя (для региона)  миграция,-1.0
41624428,Пчевское,2018,"Миграция, всего",-9.0
41624428,Пчевское,2018,В пределах России,-8.0
41624428,Пчевское,2018,Внутрирегиональная,-1.0
41624428,Пчевское,2018,Межрегиональная,-7.0
41624428,Пчевское,2018,Международная,-1.0
41624428,Пчевское,2018,Со странами СНГ,-1.0
41624428,Пчевское,2018,Внешняя (для региона)  миграция,-8.0
41624428,Пчевское,2019,"Миграция, всего",-19.0
41624428,Пчевское,2019,В пределах России,-24.0
41624428,Пчевское,2019,Внутрирегиональная,-4.0
41624428,Пчевское,2019,Межрегиональная,-20.0
41624428,Пчевское,2019,Международная,5.0
41624428,Пчевское,2019,Со странами СНГ,5.0
41624428,Пчевское,2019,Внешняя (для региона)  миграция,-15.0
41624428,Пчевское,2020,"Миграция, всего",4.0
41624428,Пчевское,2020,В пределах России,-6.0
41624428,Пчевское,2020,Внутрирегиональная,-5.0
41624428,Пчевское,2020,Межрегиональная,-1.0
41624428,Пчевское,2020,Международная,nan
41624428,Пчевское,2020,Со странами СНГ,nan
41624428,Пчевское,2020,Внешняя (для региона)  миграция,9.0
41624428,Пчевское,2021,"Миграция, всего",3.0
41624428,Пчевское,2021,В пределах России,-2.0
41624428,Пчевское,2021,Внутрирегиональная,-1.0
41624428,Пчевское,2021,Межрегиональная,-1.0
41624428,Пчевское,2021,Международная,5.0
41624428,Пчевское,2021,Со странами СНГ,5.0
41624428,Пчевское,2021,Внешняя (для региона)  миграция,4.0
41624428,Пчевское,2022,"Миграция, всего",-3.0
41624428,Пчевское,2022,В пределах России,-7.0
41624428,Пчевское,2022,Внутрирегиональная,-2.0
41624428,Пчевское,2022,Межрегиональная,-5.0
41624428,Пчевское,2022,Международная,4.0
41624428,Пчевское,2022,Со странами СНГ,4.0
41624428,Пчевское,2022,Внешняя (для региона)  миграция,-1.0
41625000,Кировский муниципальный район,2015,"Миграция, всего",-633.0
41625000,Кировский муниципальный район,2015,В пределах России,190.0
41625000,Кировский муниципальный район,2015,Внутрирегиональная,-11.0
41625000,Кировский муниципальный район,2015,Межрегиональная,201.0
41625000,Кировский муниципальный район,2015,Международная,-823.0
41625000,Кировский муниципальный район,2015,Со странами СНГ,-837.0
41625000,Кировский муниципальный район,2015,С другими зарубежными странами,14.0
41625000,Кировский муниципальный район,2015,Внешняя (для региона)  миграция,-622.0
41625000,Кировский муниципальный район,2016,"Миграция, всего",583.0
41625000,Кировский муниципальный район,2016,В пределах России,310.0
41625000,Кировский муниципальный район,2016,Внутрирегиональная,7.0
41625000,Кировский муниципальный район,2016,Межрегиональная,303.0
41625000,Кировский муниципальный район,2016,Международная,273.0
41625000,Кировский муниципальный район,2016,Со странами СНГ,268.0
41625000,Кировский муниципальный район,2016,С другими зарубежными странами,5.0
41625000,Кировский муниципальный район,2016,Внешняя (для региона)  миграция,576.0
41625000,Кировский муниципальный район,2017,"Миграция, всего",793.0
41625000,Кировский муниципальный район,2017,В пределах России,368.0
41625000,Кировский муниципальный район,2017,Внутрирегиональная,61.0
41625000,Кировский муниципальный район,2017,Межрегиональная,307.0
41625000,Кировский муниципальный район,2017,Международная,425.0
41625000,Кировский муниципальный район,2017,Со странами СНГ,429.0
41625000,Кировский муниципальный район,2017,С другими зарубежными странами,-4.0
41625000,Кировский муниципальный район,2017,Внешняя (для региона)  миграция,732.0
41625000,Кировский муниципальный район,2018,"Миграция, всего",254.0
41625000,Кировский муниципальный район,2018,В пределах России,336.0
41625000,Кировский муниципальный район,2018,Внутрирегиональная,-55.0
41625000,Кировский муниципальный район,2018,Межрегиональная,391.0
41625000,Кировский муниципальный район,2018,Международная,-82.0
41625000,Кировский муниципальный район,2018,Со странами СНГ,-77.0
41625000,Кировский муниципальный район,2018,С другими зарубежными странами,-5.0
41625000,Кировский муниципальный район,2018,Внешняя (для региона)  миграция,309.0
41625000,Кировский муниципальный район,2019,"Миграция, всего",310.0
41625000,Кировский муниципальный район,2019,В пределах России,398.0
41625000,Кировский муниципальный район,2019,Внутрирегиональная,24.0
41625000,Кировский муниципальный район,2019,Межрегиональная,374.0
41625000,Кировский муниципальный район,2019,Международная,-88.0
41625000,Кировский муниципальный район,2019,Со странами СНГ,-93.0
41625000,Кировский муниципальный район,2019,С другими зарубежными странами,5.0
41625000,Кировский муниципальный район,2019,Внешняя (для региона)  миграция,286.0
41625000,Кировский муниципальный район,2020,"Миграция, всего",546.0
41625000,Кировский муниципальный район,2020,В пределах России,555.0
41625000,Кировский муниципальный район,2020,Внутрирегиональная,66.0
41625000,Кировский муниципальный район,2020,Межрегиональная,489.0
41625000,Кировский муниципальный район,2020,Международная,-9.0
41625000,Кировский муниципальный район,2020,Со странами СНГ,5.0
41625000,Кировский муниципальный район,2020,С другими зарубежными странами,-14.0
41625000,Кировский муниципальный район,2020,Внешняя (для региона)  миграция,480.0
41625000,Кировский муниципальный район,2021,"Миграция, всего",-272.0
41625000,Кировский муниципальный район,2021,В пределах России,-327.0
41625000,Кировский муниципальный район,2021,Внутрирегиональная,-112.0
41625000,Кировский муниципальный район,2021,Межрегиональная,-215.0
41625000,Кировский муниципальный район,2021,Международная,55.0
41625000,Кировский муниципальный район,2021,Со странами СНГ,57.0
41625000,Кировский муниципальный район,2021,С другими зарубежными странами,-2.0
41625000,Кировский муниципальный район,2021,Внешняя (для региона)  миграция,-160.0
41625000,Кировский муниципальный район,2022,"Миграция, всего",102.0
41625000,Кировский муниципальный район,2022,В пределах России,228.0
41625000,Кировский муниципальный район,2022,Внутрирегиональная,-35.0
41625000,Кировский муниципальный район,2022,Межрегиональная,263.0
41625000,Кировский муниципальный район,2022,Международная,-126.0
41625000,Кировский муниципальный район,2022,Со странами СНГ,-108.0
41625000,Кировский муниципальный район,2022,С другими зарубежными странами,-18.0
41625000,Кировский муниципальный район,2022,Внешняя (для региона)  миграция,137.0
41625101,Кировское,2015,"Миграция, всего",-26.0
41625101,Кировское,2015,В пределах России,168.0
41625101,Кировское,2015,Внутрирегиональная,47.0
41625101,Кировское,2015,Межрегиональная,121.0
41625101,Кировское,2015,Международная,-194.0
41625101,Кировское,2015,Со странами СНГ,-196.0
41625101,Кировское,2015,С другими зарубежными странами,2.0
41625101,Кировское,2015,Внешняя (для региона)  миграция,-73.0
41625101,Кировское,2016,"Миграция, всего",329.0
41625101,Кировское,2016,В пределах России,235.0
41625101,Кировское,2016,Внутрирегиональная,61.0
41625101,Кировское,2016,Межрегиональная,174.0
41625101,Кировское,2016,Международная,94.0
41625101,Кировское,2016,Со странами СНГ,93.0
41625101,Кировское,2016,С другими зарубежными странами,1.0
41625101,Кировское,2016,Внешняя (для региона)  миграция,268.0
41625101,Кировское,2017,"Миграция, всего",373.0
41625101,Кировское,2017,В пределах России,276.0
41625101,Кировское,2017,Внутрирегиональная,140.0
41625101,Кировское,2017,Межрегиональная,136.0
41625101,Кировское,2017,Международная,97.0
41625101,Кировское,2017,Со странами СНГ,93.0
41625101,Кировское,2017,С другими зарубежными странами,4.0
41625101,Кировское,2017,Внешняя (для региона)  миграция,233.0
41625101,Кировское,2018,"Миграция, всего",231.0
41625101,Кировское,2018,В пределах России,270.0
41625101,Кировское,2018,Внутрирегиональная,103.0
41625101,Кировское,2018,Межрегиональная,167.0
41625101,Кировское,2018,Международная,-39.0
41625101,Кировское,2018,Со странами СНГ,-38.0
41625101,Кировское,2018,С другими зарубежными странами,-1.0
41625101,Кировское,2018,Внешняя (для региона)  миграция,128.0
41625101,Кировское,2019,"Миграция, всего",157.0
41625101,Кировское,2019,В пределах России,151.0
41625101,Кировское,2019,Внутрирегиональная,97.0
41625101,Кировское,2019,Межрегиональная,54.0
41625101,Кировское,2019,Международная,6.0
41625101,Кировское,2019,Со странами СНГ,4.0
41625101,Кировское,2019,С другими зарубежными странами,2.0
41625101,Кировское,2019,Внешняя (для региона)  миграция,60.0
41625101,Кировское,2021,"Миграция, всего",100.0
41625101,Кировское,2021,В пределах России,73.0
41625101,Кировское,2021,Внутрирегиональная,73.0
41625101,Кировское,2021,Межрегиональная,0.0
41625101,Кировское,2021,Международная,27.0
41625101,Кировское,2021,Со странами СНГ,25.0
41625101,Кировское,2021,С другими зарубежными странами,2.0
41625101,Кировское,2021,Внешняя (для региона)  миграция,27.0
41625101,Кировское,2022,"Миграция, всего",116.0
41625101,Кировское,2022,В пределах России,120.0
41625101,Кировское,2022,Внутрирегиональная,-6.0
41625101,Кировское,2022,Межрегиональная,126.0
41625101,Кировское,2022,Международная,-4.0
41625101,Кировское,2022,Со странами СНГ,2.0
41625101,Кировское,2022,С другими зарубежными странами,-6.0
41625101,Кировское,2022,Внешняя (для региона)  миграция,122.0
41625102,Шлиссельбургское,2015,"Миграция, всего",-154.0
41625102,Шлиссельбургское,2015,В пределах России,45.0
41625102,Шлиссельбургское,2015,Внутрирегиональная,-1.0
41625102,Шлиссельбургское,2015,Межрегиональная,46.0
41625102,Шлиссельбургское,2015,Международная,-199.0
41625102,Шлиссельбургское,2015,Со странами СНГ,-200.0
41625102,Шлиссельбургское,2015,С другими зарубежными странами,1.0
41625102,Шлиссельбургское,2015,Внешняя (для региона)  миграция,-153.0
41625102,Шлиссельбургское,2016,"Миграция, всего",-16.0
41625102,Шлиссельбургское,2016,В пределах России,-19.0
41625102,Шлиссельбургское,2016,Внутрирегиональная,-21.0
41625102,Шлиссельбургское,2016,Межрегиональная,2.0
41625102,Шлиссельбургское,2016,Международная,3.0
41625102,Шлиссельбургское,2016,Со странами СНГ,4.0
41625102,Шлиссельбургское,2016,С другими зарубежными странами,-1.0
41625102,Шлиссельбургское,2016,Внешняя (для региона)  миграция,5.0
41625102,Шлиссельбургское,2017,"Миграция, всего",7.0
41625102,Шлиссельбургское,2017,В пределах России,-16.0
41625102,Шлиссельбургское,2017,Внутрирегиональная,-33.0
41625102,Шлиссельбургское,2017,Межрегиональная,17.0
41625102,Шлиссельбургское,2017,Международная,23.0
41625102,Шлиссельбургское,2017,Со странами СНГ,26.0
41625102,Шлиссельбургское,2017,С другими зарубежными странами,-3.0
41625102,Шлиссельбургское,2017,Внешняя (для региона)  миграция,40.0
41625102,Шлиссельбургское,2018,"Миграция, всего",51.0
41625102,Шлиссельбургское,2018,В пределах России,63.0
41625102,Шлиссельбургское,2018,Внутрирегиональная,-17.0
41625102,Шлиссельбургское,2018,Межрегиональная,80.0
41625102,Шлиссельбургское,2018,Международная,-12.0
41625102,Шлиссельбургское,2018,Со странами СНГ,-14.0
41625102,Шлиссельбургское,2018,С другими зарубежными странами,2.0
41625102,Шлиссельбургское,2018,Внешняя (для региона)  миграция,68.0
41625102,Шлиссельбургское,2019,"Миграция, всего",51.0
41625102,Шлиссельбургское,2019,В пределах России,34.0
41625102,Шлиссельбургское,2019,Внутрирегиональная,-27.0
41625102,Шлиссельбургское,2019,Межрегиональная,61.0
41625102,Шлиссельбургское,2019,Международная,17.0
41625102,Шлиссельбургское,2019,Со странами СНГ,20.0
41625102,Шлиссельбургское,2019,С другими зарубежными странами,-3.0
41625102,Шлиссельбургское,2019,Внешняя (для региона)  миграция,78.0
41625102,Шлиссельбургское,2021,"Миграция, всего",-56.0
41625102,Шлиссельбургское,2021,В пределах России,-71.0
41625102,Шлиссельбургское,2021,Внутрирегиональная,-47.0
41625102,Шлиссельбургское,2021,Межрегиональная,-24.0
41625102,Шлиссельбургское,2021,Международная,15.0
41625102,Шлиссельбургское,2021,Со странами СНГ,15.0
41625102,Шлиссельбургское,2021,С другими зарубежными странами,0.0
41625102,Шлиссельбургское,2021,Внешняя (для региона)  миграция,-9.0
41625102,Шлиссельбургское,2022,"Миграция, всего",-13.0
41625102,Шлиссельбургское,2022,В пределах России,7.0
41625102,Шлиссельбургское,2022,Внутрирегиональная,-7.0
41625102,Шлиссельбургское,2022,Межрегиональная,14.0
41625102,Шлиссельбургское,2022,Международная,-20.0
41625102,Шлиссельбургское,2022,Со странами СНГ,-19.0
41625102,Шлиссельбургское,2022,С другими зарубежными странами,-1.0
41625102,Шлиссельбургское,2022,Внешняя (для региона)  миграция,-6.0
41625104,Отрадненское,2015,"Миграция, всего",-376.0
41625104,Отрадненское,2015,В пределах России,36.0
41625104,Отрадненское,2015,Внутрирегиональная,-13.0
41625104,Отрадненское,2015,Межрегиональная,49.0
41625104,Отрадненское,2015,Международная,-412.0
41625104,Отрадненское,2015,Со странами СНГ,-417.0
41625104,Отрадненское,2015,С другими зарубежными странами,5.0
41625104,Отрадненское,2015,Внешняя (для региона)  миграция,-363.0
41625104,Отрадненское,2016,"Миграция, всего",94.0
41625104,Отрадненское,2016,В пределах России,49.0
41625104,Отрадненское,2016,Внутрирегиональная,-22.0
41625104,Отрадненское,2016,Межрегиональная,71.0
41625104,Отрадненское,2016,Международная,45.0
41625104,Отрадненское,2016,Со странами СНГ,46.0
41625104,Отрадненское,2016,С другими зарубежными странами,-1.0
41625104,Отрадненское,2016,Внешняя (для региона)  миграция,116.0
41625104,Отрадненское,2017,"Миграция, всего",111.0
41625104,Отрадненское,2017,В пределах России,84.0
41625104,Отрадненское,2017,Внутрирегиональная,10.0
41625104,Отрадненское,2017,Межрегиональная,74.0
41625104,Отрадненское,2017,Международная,27.0
41625104,Отрадненское,2017,Со странами СНГ,25.0
41625104,Отрадненское,2017,С другими зарубежными странами,2.0
41625104,Отрадненское,2017,Внешняя (для региона)  миграция,101.0
41625104,Отрадненское,2018,"Миграция, всего",160.0
41625104,Отрадненское,2018,В пределах России,116.0
41625104,Отрадненское,2018,Внутрирегиональная,-7.0
41625104,Отрадненское,2018,Межрегиональная,123.0
41625104,Отрадненское,2018,Международная,44.0
41625104,Отрадненское,2018,Со странами СНГ,42.0
41625104,Отрадненское,2018,С другими зарубежными странами,2.0
41625104,Отрадненское,2018,Внешняя (для региона)  миграция,167.0
41625104,Отрадненское,2019,"Миграция, всего",229.0
41625104,Отрадненское,2019,В пределах России,170.0
41625104,Отрадненское,2019,Внутрирегиональная,14.0
41625104,Отрадненское,2019,Межрегиональная,156.0
41625104,Отрадненское,2019,Международная,59.0
41625104,Отрадненское,2019,Со странами СНГ,58.0
41625104,Отрадненское,2019,С другими зарубежными странами,1.0
41625104,Отрадненское,2019,Внешняя (для региона)  миграция,215.0
41625104,Отрадненское,2021,"Миграция, всего",-12.0
41625104,Отрадненское,2021,В пределах России,-63.0
41625104,Отрадненское,2021,Внутрирегиональная,13.0
41625104,Отрадненское,2021,Межрегиональная,-76.0
41625104,Отрадненское,2021,Международная,51.0
41625104,Отрадненское,2021,Со странами СНГ,47.0
41625104,Отрадненское,2021,С другими зарубежными странами,4.0
41625104,Отрадненское,2021,Внешняя (для региона)  миграция,-25.0
41625104,Отрадненское,2022,"Миграция, всего",-38.0
41625104,Отрадненское,2022,В пределах России,12.0
41625104,Отрадненское,2022,Внутрирегиональная,1.0
41625104,Отрадненское,2022,Межрегиональная,11.0
41625104,Отрадненское,2022,Международная,-50.0
41625104,Отрадненское,2022,Со странами СНГ,-43.0
41625104,Отрадненское,2022,С другими зарубежными странами,-7.0
41625104,Отрадненское,2022,Внешняя (для региона)  миграция,-39.0
41625154,Мгинское,2015,"Миграция, всего",-37.0
41625154,Мгинское,2015,В пределах России,-19.0
41625154,Мгинское,2015,Внутрирегиональная,-11.0
41625154,Мгинское,2015,Межрегиональная,-8.0
41625154,Мгинское,2015,Международная,-18.0
41625154,Мгинское,2015,Со странами СНГ,-17.0
41625154,Мгинское,2015,Внешняя (для региона)  миграция,-26.0
41625154,Мгинское,2016,"Миграция, всего",78.0
41625154,Мгинское,2016,В пределах России,44.0
41625154,Мгинское,2016,Внутрирегиональная,0.0
41625154,Мгинское,2016,Межрегиональная,44.0
41625154,Мгинское,2016,Международная,34.0
41625154,Мгинское,2016,Со странами СНГ,31.0
41625154,Мгинское,2016,С другими зарубежными странами,3.0
41625154,Мгинское,2016,Внешняя (для региона)  миграция,78.0
41625154,Мгинское,2017,"Миграция, всего",2.0
41625154,Мгинское,2017,В пределах России,11.0
41625154,Мгинское,2017,Внутрирегиональная,-14.0
41625154,Мгинское,2017,Межрегиональная,25.0
41625154,Мгинское,2017,Международная,-9.0
41625154,Мгинское,2017,Со странами СНГ,-7.0
41625154,Мгинское,2017,Внешняя (для региона)  миграция,16.0
41625154,Мгинское,2018,"Миграция, всего",-31.0
41625154,Мгинское,2018,В пределах России,-38.0
41625154,Мгинское,2018,Внутрирегиональная,-35.0
41625154,Мгинское,2018,Межрегиональная,-3.0
41625154,Мгинское,2018,Международная,7.0
41625154,Мгинское,2018,Со странами СНГ,7.0
41625154,Мгинское,2018,С другими зарубежными странами,0.0
41625154,Мгинское,2018,Внешняя (для региона)  миграция,4.0
41625154,Мгинское,2019,"Миграция, всего",42.0
41625154,Мгинское,2019,В пределах России,32.0
41625154,Мгинское,2019,Внутрирегиональная,-26.0
41625154,Мгинское,2019,Межрегиональная,58.0
41625154,Мгинское,2019,Международная,10.0
41625154,Мгинское,2019,Со странами СНГ,9.0
41625154,Мгинское,2019,С другими зарубежными странами,1.0
41625154,Мгинское,2019,Внешняя (для региона)  миграция,68.0
41625154,Мгинское,2020,"Миграция, всего",-110.0
41625154,Мгинское,2020,В пределах России,-102.0
41625154,Мгинское,2020,Внутрирегиональная,-36.0
41625154,Мгинское,2020,Межрегиональная,-66.0
41625154,Мгинское,2020,Международная,-8.0
41625154,Мгинское,2020,Со странами СНГ,-7.0
41625154,Мгинское,2020,Внешняя (для региона)  миграция,-74.0
41625154,Мгинское,2021,"Миграция, всего",-149.0
41625154,Мгинское,2021,В пределах России,-131.0
41625154,Мгинское,2021,Внутрирегиональная,-46.0
41625154,Мгинское,2021,Межрегиональная,-85.0
41625154,Мгинское,2021,Международная,-18.0
41625154,Мгинское,2021,Со странами СНГ,-17.0
41625154,Мгинское,2021,Внешняя (для региона)  миграция,-103.0
41625154,Мгинское,2022,"Миграция, всего",22.0
41625154,Мгинское,2022,В пределах России,33.0
41625154,Мгинское,2022,Внутрирегиональная,0.0
41625154,Мгинское,2022,Межрегиональная,33.0
41625154,Мгинское,2022,Международная,-11.0
41625154,Мгинское,2022,Со странами СНГ,-11.0
41625154,Мгинское,2022,Внешняя (для региона)  миграция,22.0
41625156,Назиевское,2015,"Миграция, всего",64.0
41625156,Назиевское,2015,В пределах России,32.0
41625156,Назиевское,2015,Внутрирегиональная,1.0
41625156,Назиевское,2015,Межрегиональная,31.0
41625156,Назиевское,2015,Международная,32.0
41625156,Назиевское,2015,Со странами СНГ,31.0
41625156,Назиевское,2015,С другими зарубежными странами,1.0
41625156,Назиевское,2015,Внешняя (для региона)  миграция,63.0
41625156,Назиевское,2016,"Миграция, всего",28.0
41625156,Назиевское,2016,В пределах России,10.0
41625156,Назиевское,2016,Внутрирегиональная,15.0
41625156,Назиевское,2016,Межрегиональная,-5.0
41625156,Назиевское,2016,Международная,18.0
41625156,Назиевское,2016,Со странами СНГ,18.0
41625156,Назиевское,2016,Внешняя (для региона)  миграция,13.0
41625156,Назиевское,2017,"Миграция, всего",16.0
41625156,Назиевское,2017,В пределах России,7.0
41625156,Назиевское,2017,Внутрирегиональная,4.0
41625156,Назиевское,2017,Межрегиональная,3.0
41625156,Назиевское,2017,Международная,9.0
41625156,Назиевское,2017,Со странами СНГ,9.0
41625156,Назиевское,2017,Внешняя (для региона)  миграция,12.0
41625156,Назиевское,2018,"Миграция, всего",-2.0
41625156,Назиевское,2018,В пределах России,-1.0
41625156,Назиевское,2018,Внутрирегиональная,-7.0
41625156,Назиевское,2018,Межрегиональная,6.0
41625156,Назиевское,2018,Международная,-1.0
41625156,Назиевское,2018,Со странами СНГ,2.0
41625156,Назиевское,2018,С другими зарубежными странами,-3.0
41625156,Назиевское,2018,Внешняя (для региона)  миграция,5.0
41625156,Назиевское,2019,"Миграция, всего",24.0
41625156,Назиевское,2019,В пределах России,10.0
41625156,Назиевское,2019,Внутрирегиональная,5.0
41625156,Назиевское,2019,Межрегиональная,5.0
41625156,Назиевское,2019,Международная,14.0
41625156,Назиевское,2019,Со странами СНГ,12.0
41625156,Назиевское,2019,С другими зарубежными странами,nan
41625156,Назиевское,2019,Внешняя (для региона)  миграция,19.0
41625156,Назиевское,2020,"Миграция, всего",-13.0
41625156,Назиевское,2020,В пределах России,-2.0
41625156,Назиевское,2020,Внутрирегиональная,-8.0
41625156,Назиевское,2020,Межрегиональная,6.0
41625156,Назиевское,2020,Международная,-11.0
41625156,Назиевское,2020,Со странами СНГ,-11.0
41625156,Назиевское,2020,Внешняя (для региона)  миграция,-5.0
41625156,Назиевское,2021,"Миграция, всего",-69.0
41625156,Назиевское,2021,В пределах России,-65.0
41625156,Назиевское,2021,Внутрирегиональная,-35.0
41625156,Назиевское,2021,Межрегиональная,-30.0
41625156,Назиевское,2021,Международная,-4.0
41625156,Назиевское,2021,Со странами СНГ,-4.0
41625156,Назиевское,2021,Внешняя (для региона)  миграция,-34.0
41625156,Назиевское,2022,"Миграция, всего",-34.0
41625156,Назиевское,2022,В пределах России,-28.0
41625156,Назиевское,2022,Внутрирегиональная,-24.0
41625156,Назиевское,2022,Межрегиональная,-4.0
41625156,Назиевское,2022,Международная,-6.0
41625156,Назиевское,2022,Со странами СНГ,-6.0
41625156,Назиевское,2022,С другими зарубежными странами,0.0
41625156,Назиевское,2022,Внешняя (для региона)  миграция,-10.0
41625158,Павловское,2015,"Миграция, всего",-46.0
41625158,Павловское,2015,В пределах России,13.0
41625158,Павловское,2015,Внутрирегиональная,0.0
41625158,Павловское,2015,Межрегиональная,13.0
41625158,Павловское,2015,Международная,-59.0
41625158,Павловское,2015,Со странами СНГ,-63.0
41625158,Павловское,2015,С другими зарубежными странами,nan
