oktmo,name,year,badcompanies
24620000,Приволжский муниципальный район,2013,4.0
24620000,Приволжский муниципальный район,2014,5.0
24620000,Приволжский муниципальный район,2015,1.0
24620000,Приволжский муниципальный район,2016,2.0
24620000,Приволжский муниципальный район,2018,3.0
24620000,Приволжский муниципальный район,2019,5.0
24620000,Приволжский муниципальный район,2020,6.0
24620000,Приволжский муниципальный район,2021,5.0
24620000,Приволжский муниципальный район,2022,4.0
24621000,Пучежский муниципальный район,2010,3.0
24621000,Пучежский муниципальный район,2011,4.0
24621000,Пучежский муниципальный район,2012,2.0
24621000,Пучежский муниципальный район,2013,3.0
24621000,Пучежский муниципальный район,2014,2.0
24621000,Пучежский муниципальный район,2015,2.0
24621000,Пучежский муниципальный район,2016,3.0
24621000,Пучежский муниципальный район,2017,3.0
24623000,Родниковский муниципальный район,2010,8.0
24623000,Родниковский муниципальный район,2011,6.0
24623000,Родниковский муниципальный район,2012,11.0
24623000,Родниковский муниципальный район,2013,4.0
24623000,Родниковский муниципальный район,2014,2.0
24623000,Родниковский муниципальный район,2015,2.0
24623000,Родниковский муниципальный район,2016,3.0
24623000,Родниковский муниципальный район,2017,3.0
24623000,Родниковский муниципальный район,2018,4.0
24623000,Родниковский муниципальный район,2019,3.0
24623000,Родниковский муниципальный район,2020,3.0
24623000,Родниковский муниципальный район,2021,3.0
24625000,Савинский муниципальный район,2010,7.0
24625000,Савинский муниципальный район,2011,6.0
24625000,Савинский муниципальный район,2012,3.0
24625000,Савинский муниципальный район,2013,2.0
24625000,Савинский муниципальный район,2014,1.0
24625000,Савинский муниципальный район,2015,2.0
24625000,Савинский муниципальный район,2016,4.0
24625000,Савинский муниципальный район,2017,3.0
24625000,Савинский муниципальный район,2021,3.0
24629000,Тейковский муниципальный район,2010,5.0
24629000,Тейковский муниципальный район,2011,5.0
24629000,Тейковский муниципальный район,2012,6.0
24629000,Тейковский муниципальный район,2013,3.0
24629000,Тейковский муниципальный район,2014,3.0
24629000,Тейковский муниципальный район,2015,2.0
24629000,Тейковский муниципальный район,2016,3.0
24629000,Тейковский муниципальный район,2017,5.0
24629000,Тейковский муниципальный район,2018,3.0
24629000,Тейковский муниципальный район,2019,3.0
